Port Name,Full path name,Required Interface,Operations,Direction,Return Type
p_coolant_SetTargetC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_SetTargetC,If_THM_Coolant,Thm_Coolant_SetTargetC,provided,void
p_coolant_GetHysteresisC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_GetHysteresisC,If_THM_Coolant,Thm_Coolant_GetHysteresisC,provided,uint16_t
p_coolant_SetHysteresisC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_SetHysteresisC,If_THM_Coolant,Thm_Coolant_SetHysteresisC,provided,void
p_coolant_GetPumpMinPct,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_GetPumpMinPct,If_THM_Coolant,Thm_Coolant_GetPumpMinPct,provided,uint16_t
p_coolant_SetPumpMinPct,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_SetPumpMinPct,If_THM_Coolant,Thm_Coolant_SetPumpMinPct,provided,void
p_coolant_GetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_GetTrimOffset,If_THM_Coolant,Thm_Coolant_GetTrimOffset,provided,uint16_t
p_coolant_SetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_SetTrimOffset,If_THM_Coolant,Thm_Coolant_SetTrimOffset,provided,void
p_coolant_ReadInletC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_ReadInletC,If_THM_Coolant,Thm_Coolant_ReadInletC,provided,uint16_t
p_coolant_ReadOutletC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_ReadOutletC,If_THM_Coolant,Thm_Coolant_ReadOutletC,provided,uint16_t
p_coolant_ReadFlowLpm,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_ReadFlowLpm,If_THM_Coolant,Thm_Coolant_ReadFlowLpm,provided,uint16_t
p_coolant_ReadAux01,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_ReadAux01,If_THM_Coolant,Thm_Coolant_ReadAux01,provided,uint16_t
p_coolant_ReadAux02,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_ReadAux02,If_THM_Coolant,Thm_Coolant_ReadAux02,provided,uint16_t
p_coolant_ReadAux03,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_ReadAux03,If_THM_Coolant,Thm_Coolant_ReadAux03,provided,uint16_t
p_coolant_Compute,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_Compute,If_THM_Coolant,Thm_Coolant_Compute,provided,uint16_t
p_coolant_SelfTest,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_SelfTest,If_THM_Coolant,Thm_Coolant_SelfTest,provided,uint8_t
p_coolant_Step,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_Step,If_THM_Coolant,Thm_Coolant_Step,provided,void
p_coolant_GetState,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::coolant.p_coolant_GetState,If_THM_Coolant,Thm_Coolant_GetState,provided,Thm_Coolant_State_t*
p_hvac_Init,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_Init,If_THM_Hvac,Thm_Hvac_Init,provided,void
p_hvac_GetCabinTargetC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_GetCabinTargetC,If_THM_Hvac,Thm_Hvac_GetCabinTargetC,provided,uint16_t
p_hvac_SetCabinTargetC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_SetCabinTargetC,If_THM_Hvac,Thm_Hvac_SetCabinTargetC,provided,void
p_hvac_GetBlowerMax,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_GetBlowerMax,If_THM_Hvac,Thm_Hvac_GetBlowerMax,provided,uint16_t
p_hvac_SetBlowerMax,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_SetBlowerMax,If_THM_Hvac,Thm_Hvac_SetBlowerMax,provided,void
p_hvac_GetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_GetTrimOffset,If_THM_Hvac,Thm_Hvac_GetTrimOffset,provided,uint16_t
p_hvac_SetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_SetTrimOffset,If_THM_Hvac,Thm_Hvac_SetTrimOffset,provided,void
p_hvac_ReadCabinC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_ReadCabinC,If_THM_Hvac,Thm_Hvac_ReadCabinC,provided,uint16_t
p_hvac_ReadEvapC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_ReadEvapC,If_THM_Hvac,Thm_Hvac_ReadEvapC,provided,uint16_t
p_hvac_ReadSolarLux,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_ReadSolarLux,If_THM_Hvac,Thm_Hvac_ReadSolarLux,provided,uint16_t
p_hvac_ReadAux01,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_ReadAux01,If_THM_Hvac,Thm_Hvac_ReadAux01,provided,uint16_t
p_hvac_ReadAux02,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_ReadAux02,If_THM_Hvac,Thm_Hvac_ReadAux02,provided,uint16_t
p_hvac_ReadAux03,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_ReadAux03,If_THM_Hvac,Thm_Hvac_ReadAux03,provided,uint16_t
p_hvac_Compute,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_Compute,If_THM_Hvac,Thm_Hvac_Compute,provided,uint16_t
p_hvac_SelfTest,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_SelfTest,If_THM_Hvac,Thm_Hvac_SelfTest,provided,uint8_t
p_hvac_Step,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_Step,If_THM_Hvac,Thm_Hvac_Step,provided,void
p_hvac_GetState,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::hvac.p_hvac_GetState,If_THM_Hvac,Thm_Hvac_GetState,provided,Thm_Hvac_State_t*
p_pump_Init,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_Init,If_THM_Pump,Thm_Pump_Init,provided,void
p_pump_GetMaxRpm,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_GetMaxRpm,If_THM_Pump,Thm_Pump_GetMaxRpm,provided,uint16_t
p_pump_SetMaxRpm,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_SetMaxRpm,If_THM_Pump,Thm_Pump_SetMaxRpm,provided,void
p_pump_GetRampRpmS,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_GetRampRpmS,If_THM_Pump,Thm_Pump_GetRampRpmS,provided,uint16_t
p_pump_SetRampRpmS,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_SetRampRpmS,If_THM_Pump,Thm_Pump_SetRampRpmS,provided,void
p_pump_GetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_GetTrimOffset,If_THM_Pump,Thm_Pump_GetTrimOffset,provided,uint16_t
p_pump_SetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_SetTrimOffset,If_THM_Pump,Thm_Pump_SetTrimOffset,provided,void
p_pump_ReadFeedbackRpm,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_ReadFeedbackRpm,If_THM_Pump,Thm_Pump_ReadFeedbackRpm,provided,uint16_t
p_pump_ReadPressureKpa,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_ReadPressureKpa,If_THM_Pump,Thm_Pump_ReadPressureKpa,provided,uint16_t
p_pump_ReadAux01,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_ReadAux01,If_THM_Pump,Thm_Pump_ReadAux01,provided,uint16_t
p_pump_ReadAux02,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_ReadAux02,If_THM_Pump,Thm_Pump_ReadAux02,provided,uint16_t
p_pump_ReadAux03,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_ReadAux03,If_THM_Pump,Thm_Pump_ReadAux03,provided,uint16_t
p_pump_Compute,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_Compute,If_THM_Pump,Thm_Pump_Compute,provided,uint16_t
p_pump_SelfTest,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_SelfTest,If_THM_Pump,Thm_Pump_SelfTest,provided,uint8_t
p_pump_Step,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_Step,If_THM_Pump,Thm_Pump_Step,provided,void
p_pump_GetState,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::pump.p_pump_GetState,If_THM_Pump,Thm_Pump_GetState,provided,Thm_Pump_State_t*
p_fan_Init,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_Init,If_THM_Fan,Thm_Fan_Init,provided,void
p_fan_GetOnThreshC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_GetOnThreshC,If_THM_Fan,Thm_Fan_GetOnThreshC,provided,uint16_t
p_fan_SetOnThreshC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_SetOnThreshC,If_THM_Fan,Thm_Fan_SetOnThreshC,provided,void
p_fan_GetOffThreshC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_GetOffThreshC,If_THM_Fan,Thm_Fan_GetOffThreshC,provided,uint16_t
p_fan_SetOffThreshC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_SetOffThreshC,If_THM_Fan,Thm_Fan_SetOffThreshC,provided,void
p_fan_GetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_GetTrimOffset,If_THM_Fan,Thm_Fan_GetTrimOffset,provided,uint16_t
p_fan_SetTrimOffset,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_SetTrimOffset,If_THM_Fan,Thm_Fan_SetTrimOffset,provided,void
p_fan_ReadRadiatorC,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_ReadRadiatorC,If_THM_Fan,Thm_Fan_ReadRadiatorC,provided,uint16_t
p_fan_ReadFanRpm,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_ReadFanRpm,If_THM_Fan,Thm_Fan_ReadFanRpm,provided,uint16_t
p_fan_ReadAux01,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_ReadAux01,If_THM_Fan,Thm_Fan_ReadAux01,provided,uint16_t
p_fan_ReadAux02,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_ReadAux02,If_THM_Fan,Thm_Fan_ReadAux02,provided,uint16_t
p_fan_ReadAux03,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_ReadAux03,If_THM_Fan,Thm_Fan_ReadAux03,provided,uint16_t
p_fan_Compute,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_Compute,If_THM_Fan,Thm_Fan_Compute,provided,uint16_t
p_fan_SelfTest,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_SelfTest,If_THM_Fan,Thm_Fan_SelfTest,provided,uint8_t
p_fan_Step,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_Step,If_THM_Fan,Thm_Fan_Step,provided,void
p_fan_GetState,Components::P_SW_Components::ThermalMgmt::P10_SW_Arch_Public::fan.p_fan_GetState,If_THM_Fan,Thm_Fan_GetState,provided,Thm_Fan_State_t*
p_abs_Init,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_Init,If_CHS_Abs,Chs_Abs_Init,provided,void
p_abs_GetSlipThreshPct,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_GetSlipThreshPct,If_CHS_Abs,Chs_Abs_GetSlipThreshPct,provided,uint16_t
p_abs_SetSlipThreshPct,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_SetSlipThreshPct,If_CHS_Abs,Chs_Abs_SetSlipThreshPct,provided,void
p_abs_GetPulseMs,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_GetPulseMs,If_CHS_Abs,Chs_Abs_GetPulseMs,provided,uint16_t
p_abs_SetPulseMs,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_SetPulseMs,If_CHS_Abs,Chs_Abs_SetPulseMs,provided,void
p_abs_GetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_GetTrimOffset,If_CHS_Abs,Chs_Abs_GetTrimOffset,provided,uint16_t
p_abs_SetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_SetTrimOffset,If_CHS_Abs,Chs_Abs_SetTrimOffset,provided,void
p_abs_ReadWheelFL,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadWheelFL,If_CHS_Abs,Chs_Abs_ReadWheelFL,provided,uint16_t
p_abs_ReadWheelFR,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadWheelFR,If_CHS_Abs,Chs_Abs_ReadWheelFR,provided,uint16_t
p_abs_ReadWheelRL,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadWheelRL,If_CHS_Abs,Chs_Abs_ReadWheelRL,provided,uint16_t
p_abs_ReadWheelRR,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadWheelRR,If_CHS_Abs,Chs_Abs_ReadWheelRR,provided,uint16_t
p_abs_ReadAux01,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadAux01,If_CHS_Abs,Chs_Abs_ReadAux01,provided,uint16_t
p_abs_ReadAux02,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadAux02,If_CHS_Abs,Chs_Abs_ReadAux02,provided,uint16_t
p_abs_ReadAux03,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_ReadAux03,If_CHS_Abs,Chs_Abs_ReadAux03,provided,uint16_t
p_abs_Compute,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_Compute,If_CHS_Abs,Chs_Abs_Compute,provided,uint16_t
p_abs_SelfTest,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_SelfTest,If_CHS_Abs,Chs_Abs_SelfTest,provided,uint8_t
p_abs_Step,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_Step,If_CHS_Abs,Chs_Abs_Step,provided,void
p_abs_GetState,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::abs.p_abs_GetState,If_CHS_Abs,Chs_Abs_GetState,provided,Chs_Abs_State_t*
p_traction_Init,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_Init,If_CHS_Traction,Chs_Traction_Init,provided,void
p_traction_GetTcSlipPct,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_GetTcSlipPct,If_CHS_Traction,Chs_Traction_GetTcSlipPct,provided,uint16_t
p_traction_SetTcSlipPct,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_SetTcSlipPct,If_CHS_Traction,Chs_Traction_SetTcSlipPct,provided,void
p_traction_GetTorqueCutNm,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_GetTorqueCutNm,If_CHS_Traction,Chs_Traction_GetTorqueCutNm,provided,uint16_t
p_traction_SetTorqueCutNm,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_SetTorqueCutNm,If_CHS_Traction,Chs_Traction_SetTorqueCutNm,provided,void
p_traction_GetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_GetTrimOffset,If_CHS_Traction,Chs_Traction_GetTrimOffset,provided,uint16_t
p_traction_SetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_SetTrimOffset,If_CHS_Traction,Chs_Traction_SetTrimOffset,provided,void
p_traction_ReadDriveSlip,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_ReadDriveSlip,If_CHS_Traction,Chs_Traction_ReadDriveSlip,provided,uint16_t
p_traction_ReadYaw,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_ReadYaw,If_CHS_Traction,Chs_Traction_ReadYaw,provided,uint16_t
p_traction_ReadAux01,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_ReadAux01,If_CHS_Traction,Chs_Traction_ReadAux01,provided,uint16_t
p_traction_ReadAux02,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_ReadAux02,If_CHS_Traction,Chs_Traction_ReadAux02,provided,uint16_t
p_traction_ReadAux03,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_ReadAux03,If_CHS_Traction,Chs_Traction_ReadAux03,provided,uint16_t
p_traction_Compute,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_Compute,If_CHS_Traction,Chs_Traction_Compute,provided,uint16_t
p_traction_SelfTest,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_SelfTest,If_CHS_Traction,Chs_Traction_SelfTest,provided,uint8_t
p_traction_Step,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_Step,If_CHS_Traction,Chs_Traction_Step,provided,void
p_traction_GetState,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::traction.p_traction_GetState,If_CHS_Traction,Chs_Traction_GetState,provided,Chs_Traction_State_t*
p_steering_Init,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_Init,If_CHS_Steering,Chs_Steering_Init,provided,void
p_steering_GetAssistGain,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_GetAssistGain,If_CHS_Steering,Chs_Steering_GetAssistGain,provided,uint16_t
p_steering_SetAssistGain,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_SetAssistGain,If_CHS_Steering,Chs_Steering_SetAssistGain,provided,void
p_steering_GetReturnGain,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_GetReturnGain,If_CHS_Steering,Chs_Steering_GetReturnGain,provided,uint16_t
p_steering_SetReturnGain,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_SetReturnGain,If_CHS_Steering,Chs_Steering_SetReturnGain,provided,void
p_steering_GetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_GetTrimOffset,If_CHS_Steering,Chs_Steering_GetTrimOffset,provided,uint16_t
p_steering_SetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_SetTrimOffset,If_CHS_Steering,Chs_Steering_SetTrimOffset,provided,void
p_steering_ReadTorqueSensor,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_ReadTorqueSensor,If_CHS_Steering,Chs_Steering_ReadTorqueSensor,provided,uint16_t
p_steering_ReadSteerAngle,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_ReadSteerAngle,If_CHS_Steering,Chs_Steering_ReadSteerAngle,provided,uint16_t
p_steering_ReadSpeed,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_ReadSpeed,If_CHS_Steering,Chs_Steering_ReadSpeed,provided,uint16_t
p_steering_ReadAux01,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_ReadAux01,If_CHS_Steering,Chs_Steering_ReadAux01,provided,uint16_t
p_steering_ReadAux02,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_ReadAux02,If_CHS_Steering,Chs_Steering_ReadAux02,provided,uint16_t
p_steering_ReadAux03,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_ReadAux03,If_CHS_Steering,Chs_Steering_ReadAux03,provided,uint16_t
p_steering_Compute,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_Compute,If_CHS_Steering,Chs_Steering_Compute,provided,uint16_t
p_steering_SelfTest,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_SelfTest,If_CHS_Steering,Chs_Steering_SelfTest,provided,uint8_t
p_steering_Step,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_Step,If_CHS_Steering,Chs_Steering_Step,provided,void
p_steering_GetState,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::steering.p_steering_GetState,If_CHS_Steering,Chs_Steering_GetState,provided,Chs_Steering_State_t*
p_suspension_Init,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_Init,If_CHS_Suspension,Chs_Suspension_Init,provided,void
p_suspension_GetDampSoft,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_GetDampSoft,If_CHS_Suspension,Chs_Suspension_GetDampSoft,provided,uint16_t
p_suspension_SetDampSoft,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_SetDampSoft,If_CHS_Suspension,Chs_Suspension_SetDampSoft,provided,void
p_suspension_GetDampHard,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_GetDampHard,If_CHS_Suspension,Chs_Suspension_GetDampHard,provided,uint16_t
p_suspension_SetDampHard,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_SetDampHard,If_CHS_Suspension,Chs_Suspension_SetDampHard,provided,void
p_suspension_GetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_GetTrimOffset,If_CHS_Suspension,Chs_Suspension_GetTrimOffset,provided,uint16_t
p_suspension_SetTrimOffset,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_SetTrimOffset,If_CHS_Suspension,Chs_Suspension_SetTrimOffset,provided,void
p_suspension_ReadHeightFL,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_ReadHeightFL,If_CHS_Suspension,Chs_Suspension_ReadHeightFL,provided,uint16_t
p_suspension_ReadHeightFR,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_ReadHeightFR,If_CHS_Suspension,Chs_Suspension_ReadHeightFR,provided,uint16_t
p_suspension_ReadAccelZ,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_ReadAccelZ,If_CHS_Suspension,Chs_Suspension_ReadAccelZ,provided,uint16_t
p_suspension_ReadAux01,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_ReadAux01,If_CHS_Suspension,Chs_Suspension_ReadAux01,provided,uint16_t
p_suspension_ReadAux02,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_ReadAux02,If_CHS_Suspension,Chs_Suspension_ReadAux02,provided,uint16_t
p_suspension_ReadAux03,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_ReadAux03,If_CHS_Suspension,Chs_Suspension_ReadAux03,provided,uint16_t
p_suspension_Compute,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_Compute,If_CHS_Suspension,Chs_Suspension_Compute,provided,uint16_t
p_suspension_SelfTest,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_SelfTest,If_CHS_Suspension,Chs_Suspension_SelfTest,provided,uint8_t
p_suspension_Step,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_Step,If_CHS_Suspension,Chs_Suspension_Step,provided,void
p_suspension_GetState,Components::P_SW_Components::ChassisControl::P10_SW_Arch_Public::suspension.p_suspension_GetState,If_CHS_Suspension,Chs_Suspension_GetState,provided,Chs_Suspension_State_t*
p_dtc_Init,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_Init,If_DIAG_Dtc,Diag_Dtc_Init,provided,void
p_dtc_GetAgingThreshold,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_GetAgingThreshold,If_DIAG_Dtc,Diag_Dtc_GetAgingThreshold,provided,uint16_t
p_dtc_SetAgingThreshold,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_SetAgingThreshold,If_DIAG_Dtc,Diag_Dtc_SetAgingThreshold,provided,void
p_dtc_GetConfirmCycles,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_GetConfirmCycles,If_DIAG_Dtc,Diag_Dtc_GetConfirmCycles,provided,uint16_t
p_dtc_SetConfirmCycles,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_SetConfirmCycles,If_DIAG_Dtc,Diag_Dtc_SetConfirmCycles,provided,void
p_dtc_GetTrimOffset,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_GetTrimOffset,If_DIAG_Dtc,Diag_Dtc_GetTrimOffset,provided,uint16_t
p_dtc_SetTrimOffset,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_SetTrimOffset,If_DIAG_Dtc,Diag_Dtc_SetTrimOffset,provided,void
p_dtc_ReadFaultBits,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_ReadFaultBits,If_DIAG_Dtc,Diag_Dtc_ReadFaultBits,provided,uint16_t
p_dtc_ReadIgnCycle,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_ReadIgnCycle,If_DIAG_Dtc,Diag_Dtc_ReadIgnCycle,provided,uint16_t
p_dtc_ReadAux01,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_ReadAux01,If_DIAG_Dtc,Diag_Dtc_ReadAux01,provided,uint16_t
p_dtc_ReadAux02,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_ReadAux02,If_DIAG_Dtc,Diag_Dtc_ReadAux02,provided,uint16_t
p_dtc_ReadAux03,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_ReadAux03,If_DIAG_Dtc,Diag_Dtc_ReadAux03,provided,uint16_t
p_dtc_Compute,Components::P_SW_Components::Diagnostics::P10_SW_Arch_Public::dtc.p_dtc_Compute,If_DIAG_Dtc,Diag_Dtc_Compute,provided,uint16_t
